6, 10
4, 10
3, 10
33, 10
24, 10
41, 10
40, 10
9, 10
29, 9
14, 10
15, 9
8, 10
21, 9
16, null
17, 10
32, 10
1, 10
31, 10
35, 10
10, 10
5, 10
48, 10
22, 10
2, 10
27, 9
39, 10
44, 10
49, 10
11, 10
12, 10
30, 10
7, 10
37, 10
43, 10
47, 10
26, 10
36, 10
38, 10
25, 10
45, 9
28, 9
18, 9
50, 10
46, 10
19, 10
23, 10
20, 9
34, 10
13, 10
42, 10
63, 10
60, 10
59, 10
53, 10
55, 10
56, 10
69, 10
75, 9
57, 10
65, 10
54, 10
51, 10
71, 10
84, 9
62, 10
67, 10
79, 10
74, 9
70, 10
85, 9
86, 10
88, 10
82, 11
77, 10
87, 10
66, 10
90, 10
97, 10
96, 10
92, 10
94, 10
52, 10
95, 10
100, 10
78, 10
99, 10
73, null
93, 10
76, 10
89, 10
80, 10
98, 10
61, 10
64, 10
81, 10
58, 10
72, 9
83, null
91, 10
68, 10
114, 10
106, 10
112, 11
103, 10
128, 10
108, 10
102, 10
109, 11
111, 10
115, 10
127, 9
113, 10
130, 10
107, 10
101, 10
132, 10
148, 10
134, 10
120, 11
116, 10
122, 11
135, 10
145, 10
142, 10
126, 10
104, 10
137, 10
136, 10
125, 10
129, 10
118, 11
149, 10
140, 10
139, 10
131, 10
105, null
147, 11
123, 10
119, 10
150, 10
124, 11
146, 10
143, 10
138, 10
110, 11
141, 10
117, 10
133, 10
121, 10
144, 10
159, 10
151, 10
152, 10
155, 10
161, 10
158, 10
154, 10
168, 10
162, 10
172, 10
166, 10
176, 10
177, 10
164, 10
156, 10
169, 10
157, 10
163, 10
179, 10
182, 10
183, 10
195, 9
167, 10
180, 10
193, null
187, 10
185, 10
186, 10
190, 10
189, 10
191, 10
194, 9
192, null
173, 10
178, null
200, 10
160, 10
198, 9
165, 10
197, 10
199, 9
153, 10
188, 10
184, 10
181, 9
170, 10
174, 10
196, 10
171, 10
175, 10
218, 10
212, 10
208, 10
206, 10
202, 10
205, 10
217, 10
216, 10
215, 10
209, 10
213, 10
203, 10
214, 10
223, 10
210, 10
228, 9
236, null
249, 10
242, 10
250, 9
224, 10
226, 10
207, 10
243, 10
241, 10
230, 10
238, 10
231, 10
220, 10
232, 10
211, 10
222, 10
229, 10
227, 10
233, 10
234, 10
204, 10
247, 10
235, 10
219, 10
221, 10
237, 9
245, 10
225, 10
201, 10
246, 10
239, 10
240, 10
248, 10
244, 10
265, 10
251, 9
252, 9
262, 9
253, 9
259, 10
255, 10
266, 10
263, 10
256, 9
288, null
267, 10
274, 10
261, 10
293, 10
275, 10
284, 10
286, 10
287, 10
280, 11
276, 10
282, 10
281, 11
279, 10
271, 10
260, 10
297, 10
290, 10
298, 10
291, 10
299, 11
295, null
273, 10
269, 10
300, null
285, 10
257, 10
278, 10
292, 10
272, 10
294, 10
264, 10
254, 9
258, 10
268, 10
283, 10
277, 10
289, 10
296, 10
270, 11
320, 10
325, 10
322, 10
311, 10
331, 10
313, null
319, 10
335, 10
310, 10
338, 10
327, null
333, 10
337, 10
339, 9
341, 10
318, 10
346, 10
329, 10
342, 10
340, 10
343, 10
350, 10
348, 10
334, 10
307, 10
315, 9
330, 11
324, 10
332, 10
345, 10
312, 10
321, 10
317, 10
302, 10
301, 10
309, null
304, 10
305, 11
306, null
347, 10
314, 10
328, 10
303, 10
336, 10
323, 9
326, 10
344, 10
349, 10
308, 10
316, 10
360, 10
354, 10
358, 10
368, 10
365, 10
363, 10
361, 11
367, 10
377, 10
380, 10
386, 10
383, 10
379, 10
364, 10
373, 10
375, 11
385, 10
370, 10
390, 10
394, 10
389, 10
384, 10
378, 11
374, 10
382, 10
353, 10
381, 10
376, 10
352, 10
397, 9
359, 10
372, 10
392, 10
399, 10
395, 10
398, 10
351, 10
355, 10
371, 10
369, 10
387, 10
356, 10
400, null
396, 10
362, 10
366, 10
357, 10
388, 10
391, 10
393, 10
435, 10
422, 10
429, 10
419, 10
434, 10
428, 10
421, 10
430, 10
425, 10
445, 10
438, 10
423, 10
450, 9
441, 10
412, 10
431, 10
436, 10
433, 10
439, 10
427, 10
444, 10
432, 10
442, 10
449, 9
446, 10
437, 10
424, 10
448, 9
418, 10
401, 10
407, 10
417, 10
402, 10
404, 10
447, 9
443, 10
405, 10
410, 10
403, 10
413, 10
420, 10
416, 10
414, 10
406, null
415, 10
409, 10
408, 10
440, 10
426, 10
411, 10
452, 11
458, 10
455, 10
457, 10
460, 9
464, 10
456, 10
453, 11
461, 9
474, 10
469, 10
463, 9
462, 9
478, 10
476, 10
471, 9
472, 9
466, 10
481, 10
482, 10
477, 10
475, 10
486, null
483, 10
484, 10
470, 9
494, 10
468, 10
498, 9
493, 10
473, 10
480, 10
496, 9
499, 9
491, 10
485, 10
495, 11
500, 10
459, 9
497, 9
487, 11
451, 10
454, 10
465, 9
467, 10
489, null
490, 10
492, 10
488, 10
479, 10
517, 9
514, 10
518, 10
527, 10
510, 9
534, 10
528, 10
516, 10
520, 9
508, 9
515, 10
513, 9
522, 10
525, 9
512, 9
539, 10
526, 10
524, 10
541, 10
543, 9
544, 9
531, 10
538, 10
549, 10
509, 9
521, 9
536, 10
547, 10
540, 10
537, 9
529, 10
548, 10
542, 10
523, 10
545, 9
507, 9
502, 9
535, 10
530, 10
504, 9
505, 9
503, 9
546, 9
550, 9
506, 9
519, 10
501, 9
511, 9
532, 10
533, 9
552, 9
560, 9
553, 10
551, 10
561, 10
558, 10
569, 10
567, 10
563, 10
566, 9
554, 10
559, 9
585, 9
562, 10
557, 9
580, 10
577, 9
568, 10
591, 9
571, 10
564, 10
581, 9
582, 9
579, 9
570, 10
565, 10
575, 9
583, 9
587, 9
574, 9
556, 10
572, 10
592, 9
593, 9
576, 10
590, 9
595, 9
586, 9
600, 10
598, 9
573, 10
578, 9
599, 9
589, 9
584, 9
596, 9
588, 9
597, 9
594, 9
555, 10
618, 10
613, 10
629, 9
622, 10
635, 9
646, 10
637, 9
620, null
621, 9
604, 10
644, 9
632, 10
641, 9
639, 9
617, 9
649, 11
626, 9
633, 9
647, 9
640, 9
638, 10
630, 9
648, 10
624, 9
611, 10
615, 10
628, null
612, 9
608, 10
627, 9
603, 10
601, 10
607, 10
610, null
631, 10
605, 10
609, 10
636, 9
642, 9
634, 9
616, 9
623, 10
645, 9
625, 9
643, 9
650, 11
619, 9
602, 11
614, 10
606, 10
658, 11
654, 11
660, 11
651, 10
659, 11
661, 11
655, 11
672, 10
665, null
671, 10
664, 10
673, 10
678, 10
669, 10
656, 10
675, 10
684, 11
677, 10
662, 11
691, 10
668, 12
690, 10
685, 10
681, 10
687, 10
695, 10
652, 11
679, 10
696, 11
692, 10
657, 11
694, 10
686, 10
670, 10
699, 10
698, 10
693, 10
676, 10
700, 10
666, 10
682, 11
663, 10
683, 11
653, 11
689, 10
667, 11
680, 10
674, 10
688, 10
697, 11
713, 10
705, 10
703, 10
702, 10
707, 10
704, 10
741, 10
701, 10
737, 10
749, 9
731, 10
729, 10
734, 10
739, 10
723, 10
728, 10
750, 9
748, 9
730, 10
745, 9
744, 9
726, 10
747, 9
738, 10
735, 10
746, 9
708, 10
742, 10
725, 10
718, 10
711, 10
724, 10
712, 11
706, 10
722, 10
715, 10
727, 10
714, 10
717, 10
740, 10
732, 10
733, 10
709, 10
720, 10
710, 10
721, 10
716, 10
736, 10
743, 9
719, 10
751, 9
753, 9
757, 9
755, 9
768, 9
763, 9
764, 9
766, 9
752, 10
786, 9
775, 10
769, 9
758, 9
767, 9
774, 9
771, 9
761, 9
762, 10
770, 10
756, 9
772, 9
779, 11
785, 9
759, 9
765, 10
777, 9
780, 9
776, 10
794, 10
754, 9
787, 10
760, 9
788, 10
797, 10
796, 9
799, 9
783, 10
791, 9
784, 9
800, 9
789, 10
792, 9
778, 9
781, 9
798, 9
795, 10
790, 10
773, 10
793, 10
782, 10
811, 9
809, 9
803, 9
804, 9
817, 9
808, 9
805, 9
827, 10
816, 10
821, 10
806, 9
814, 9
815, 9
801, 9
834, 9
840, 9
843, 9
838, 10
837, 9
848, 10
824, 10
842, 9
839, 11
844, 9
847, 9
810, 10
835, 10
846, 9
841, 9
820, 10
823, 10
836, 9
849, 9
828, 10
822, 10
825, 10
807, 9
830, 10
813, 9
819, 9
812, 9
826, 10
833, 11
818, 9
850, 10
831, 10
845, 9
802, 9
829, 10
832, 9
858, 9
851, 10
865, 10
866, 10
860, 9
855, 9
869, 10
857, 9
854, 9
853, 9
863, 9
870, 10
862, 9
880, 10
872, 10
859, 9
856, 9
867, null
874, 10
864, 9
875, 10
889, 10
883, 10
877, 10
878, 10
852, 10
885, 10
882, 9
886, 10
871, 9
897, 10
900, 10
894, 10
896, 10
884, 10
895, 10
890, 10
873, 10
898, 9
887, 10
892, 10
893, 10
888, 10
891, 10
899, 9
879, 10
868, 10
861, 9
876, 10
881, 10
918, 10
926, 10
932, 10
936, 10
940, 10
922, 10
914, 9
927, 10
911, 10
937, 10
920, 9
929, 10
928, 10
933, 10
924, 10
